,year,donor,recipient,coalesced_purpose_code,coalesced_purpose_name,year_purpose_total,year_total,categories
649755,2010,United States,Mauritania,14031,Basic drinking water supply,734189.0,14298998.81,Water
167121,2010,United States,Mauritania,91010,Administrative costs,11219.3,14298998.81,Administrative
102667,2010,United States,Mauritania,52010,Food security programmes/food aid,5745894.16,14298998.81,Food
381100,2010,United States,Cuba,15160,Human rights,340980.0,13186111.064000001,Civil Society
11956,2010,United States,Cuba,91010,Administrative costs,2635997.971,13186111.064000001,Administrative
50159,2010,United States,Cuba,72010,Emergency/distress relief,320118.94,13186111.064000001,Emergeny Disaster Relief
815485,2010,United States,Laos,15130,Legal and judicial development,778116.0,12725736.65,Civil Society
397260,2010,United States,Laos,72040,Emergency food aid,2687569.6,12725736.65,Emergeny Disaster Relief
359491,2010,United States,Laos,41030,Bio-diversity,568640.5,12725736.65,Agriculture/Env
272848,2010,United States,Laos,13040,Std control including hiv/aids,901641.3,12725736.65,Health
258021,2010,United States,Laos,52010,Food security programmes/food aid,1554999.4,12725736.65,Food
717,2010,United States,Laos,91010,Administrative costs,76143.59,12725736.65,Administrative
343981,2010,United States,Algeria,15170,Women's equality organisations and institutions,39598.8,11647668.189999998,Civil Society
927917,2010,United States,Algeria,72010,Emergency/distress relief,2969910.0,11647668.189999998,Emergeny Disaster Relief
721852,2010,United States,Algeria,43082,Research/scientific institutions,386089.0,11647668.189999998,Agriculture/Env
657556,2010,United States,Algeria,14022,Sanitation - large systems,254166.0,11647668.189999998,Water
437417,2010,United States,Algeria,23064,Nuclear power plants,69298.0,11647668.189999998,Energy
617395,2010,United States,Turkey,11420,Higher education,197994.0,10991072.060000002,Education
461939,2010,United States,Turkey,23064,Nuclear power plants,2788585.0,10991072.060000002,Energy
480703,2010,United States,Turkey,15153,Media and free flow of information,88800.4,10991072.060000002,Civil Society
646651,2010,United States,Turkey,21010,Transport policy & admin. management,236682.0,10991072.060000002,Trans/Comm
788182,2010,United States,Turkey,41040,Site preservation,618732.0,10991072.060000002,Agriculture/Env
801303,2010,United States,Turkey,72010,Emergency/distress relief,2768206.0,10991072.060000002,Emergeny Disaster Relief
817551,2010,United States,Costa Rica,11420,Higher education,791977.0,10528843.147,Education
809883,2010,United States,Costa Rica,41010,Environmental policy and administrative management,741708.0,10528843.147,Agriculture/Env
400792,2010,United States,Costa Rica,15111,Public finance management,259291.4,10528843.147,Civil Society
565961,2010,United States,Costa Rica,12250,Infectious disease control,144082.0,10528843.147,Health
536411,2010,United States,Costa Rica,70000,"Emergency Assistance and Reconstruction, combinations of purposes",121173.0,10528843.147,Emergeny Disaster Relief
492764,2010,United States,Costa Rica,23064,Nuclear power plants,95229.3,10528843.147,Energy
4370,2010,United States,Costa Rica,91010,Administrative costs,1852363.372,10528843.147,Administrative
343836,2010,United States,Venezuela,15153,Media and free flow of information,98400.1,9649760.773,Civil Society
371641,2010,United States,Venezuela,43010,Multisector aid,46833.6,9649760.773,Agriculture/Env
591723,2010,United States,Venezuela,12250,Infectious disease control,168295.0,9649760.773,Health
5322,2010,United States,Venezuela,91010,Administrative costs,856874.173,9649760.773,Administrative
79339,2010,United States,"South America, regional",15130,Legal and judicial development,38765.28,8513375.43,Civil Society
100286,2010,United States,"South America, regional",33120,Trade facilitation,73573.64,8513375.43,Agriculture/Env
381185,2010,United States,"South America, regional",12250,Infectious & Parasitic disease control,2247234.3,8513375.43,Health
916111,2010,United States,"South America, regional",72010,Emergency/distress relief,5444320.0,8513375.43,Emergeny Disaster Relief
667205,2010,United States,Gambia,12250,Infectious disease control,271073.0,7157263.0,Health
913015,2010,United States,Gambia,43010,Multisector aid,2358010.0,7157263.0,Agriculture/Env
808156,2010,United States,Gambia,52010,Food security programmes/food aid,4043095.0,7157263.0,Food
272832,2010,United States,Gambia,72010,Emergency/distress relief,262342.3,7157263.0,Emergeny Disaster Relief
589523,2010,United States,Guinea-Bissau,52010,Food security programmes/food aid,5757098.0,7070460.9,Food
791999,2010,United States,Guinea-Bissau,15130,Legal and judicial development,639126.0,7070460.9,Civil Society
592019,2010,United States,Guinea-Bissau,12250,Infectious disease control,168608.0,7070460.9,Health
266710,2010,United States,Guinea-Bissau,41030,Bio-diversity,62542.4,7070460.9,Agriculture/Env
328384,2010,United States,"South & Central Asia, regional",15113,Anti-corruption organisations and institutions,35738.0,6829862.731000001,Civil Society
884367,2010,United States,"South & Central Asia, regional",31120,Agricultural development,1583950.0,6829862.731000001,Agriculture/Env
862432,2010,United States,"South & Central Asia, regional",72010,Emergency/distress relief,1237460.0,6829862.731000001,Emergeny Disaster Relief
381184,2010,United States,"South & Central Asia, regional",23040,Electrical transmission/distribution,49498.6,6829862.731000001,Energy
377708,2010,United States,"South & Central Asia, regional",21050,Air transport,48552.1,6829862.731000001,Trans/Comm
381149,2010,United States,Montenegro,70000,"Emergency Assistance and Reconstruction, combinations of purposes",49498.6,6738767.118000001,Emergeny Disaster Relief
892671,2010,United States,Montenegro,25010,Business support services and institutions,1777000.0,6738767.118000001,Banking/Business
845234,2010,United States,Montenegro,15250,Land mine clearance,1027590.0,6738767.118000001,Civil Society
1330,2010,United States,Montenegro,91010,Administrative costs,1009156.199,6738767.118000001,Administrative
15804,2010,United States,Montenegro,11110,Education policy and administrative management,68308.012,6738767.118000001,Education
5506,2010,United States,Croatia,15130,Legal and judicial development,203139.093,6479639.413,Civil Society
195105,2010,United States,Croatia,72010,Emergency/distress relief,14305.1,6479639.413,Emergeny Disaster Relief
297607,2010,United States,Croatia,23064,Nuclear power plants,5916473.3,6479639.413,Energy
653239,2010,United States,Belize,15160,Human rights,247493.0,6057053.472999999,Civil Society
917206,2010,United States,Belize,43010,Multisector aid,2517790.0,6057053.472999999,Agriculture/Env
719969,2010,United States,Belize,14022,Sanitation - large systems,381139.0,6057053.472999999,Water
153365,2010,United States,Belize,70000,"Emergency Assistance and Reconstruction, combinations of purposes",9899.71,6057053.472999999,Emergeny Disaster Relief
147249,2010,United States,Belize,13040,Std control including hiv/aids,108302.83,6057053.472999999,Health
324927,2010,United States,Argentina,43010,Multisector aid,34965.8,5452549.528,Agriculture/Env
659561,2010,United States,Argentina,24040,Informal/semi-formal fin. intermed.,257739.0,5452549.528,Banking/Business
546147,2010,United States,Argentina,16040,Low-cost housing,128543.0,5452549.528,Civil Society
539741,2010,United States,Argentina,12250,Infectious disease control,123746.0,5452549.528,Health
448280,2010,United States,Argentina,23064,Nuclear power plants,2256767.5,5452549.528,Energy
189697,2010,United States,Cape Verde,24010,Financial policy & admin. management,13750.7,5066352.83,Banking/Business
849185,2010,United States,Cape Verde,31120,Agricultural development,1069580.0,5066352.83,Agriculture/Env
759028,2010,United States,Cape Verde,15130,Legal and judicial development,495037.0,5066352.83,Civil Society
497230,2010,United States,Cape Verde,52010,Food security programmes/food aid,203550.5,5066352.83,Food
94325,2010,United States,Cape Verde,12105,"Health, general, purpose unspecified or does not fit under any other applicable codes",18413.47,5066352.83,Health
239578,2010,United States,"Korea, Dem. Rep.",15153,Media and free flow of information,861275.4,4909651.6,Civil Society
617341,2010,United States,"Korea, Dem. Rep.",72010,Material relief assistance and services,3073264.0,4909651.6,Emergeny Disaster Relief
634119,2010,United States,Togo,13040,Std control including hiv/aids,218501.0,4546736.7,Health
933153,2010,United States,Togo,43010,Multisector aid,3240080.0,4546736.7,Agriculture/Env
758988,2010,United States,Togo,15151,Elections,494986.0,4546736.7,Civil Society
63498,2010,United States,Oman,31110,Agricultural policy & admin. mgmt,2941.2,3536970.41,Agriculture/Env
129956,2010,United States,Oman,11120,Education facilities and training,7737.61,3536970.41,Education
165800,2010,United States,Oman,15210,Security system management and reform,390142.9,3536970.41,Civil Society
227008,2010,United States,Oman,23064,Nuclear power plants,3031367.7,3536970.41,Energy
905149,2010,United States,Papua New Guinea,13040,STD control including HIV/AIDS,2104560.0,3142103.8200000003,Health
725760,2010,United States,Papua New Guinea,15160,Human rights,395988.0,3142103.8200000003,Civil Society
419592,2010,United States,Papua New Guinea,23064,Nuclear power plants,62073.2,3142103.8200000003,Energy
272569,2010,United States,Papua New Guinea,41030,Bio-diversity,24712.7,3142103.8200000003,Agriculture/Env
10773,2010,United States,Papua New Guinea,91010,Administrative costs,312541.20999999996,3142103.8200000003,Administrative
82720,2010,United States,Vanuatu,43010,Multisector aid,2638483.7,2970279.3000000003,Agriculture/Env
330913,2010,United States,Vanuatu,21020,Road transport,36336.9,2970279.3000000003,Trans/Comm
758937,2010,United States,"North of Sahara, regional",72010,Emergency/distress relief,2771923.0,2771923.0,Emergeny Disaster Relief
272765,2010,United States,Fiji,41030,Bio-diversity,24748.3,2194791.05,Agriculture/Env
499704,2010,United States,Fiji,72010,Material relief assistance and services,98997.1,2194791.05,Emergeny Disaster Relief
272210,2010,United States,Fiji,15150,Democratic participation and civil society,24650.3,2194791.05,Civil Society
153605,2010,United States,Suriname,13040,Std control including hiv/aids,9916.54,1834135.64,Health
199583,2010,United States,Suriname,15130,Legal and judicial development,14849.6,1834135.64,Civil Society
893321,2010,United States,Suriname,43010,Multisector aid,1791550.0,1834135.64,Agriculture/Env
99894,2010,United States,Tonga,41081,Environmental education/training,5312.19,1366322.49,Agriculture/Env
558688,2010,United States,Iran,15160,Human rights,138596.0,1219459.0,Civil Society
492388,2010,United States,Gabon,41030,Bio-diversity,1067525.5,1160729.26,Agriculture/Env
216885,2010,United States,Gabon,72010,Emergency/distress relief,16829.5,1160729.26,Emergeny Disaster Relief
181534,2010,United States,Gabon,23064,Nuclear power plants,12778.5,1160729.26,Energy
30690,2010,United States,Gabon,13040,Std control including hiv/aids,1227.56,1160729.26,Health
80905,2010,United States,Samoa,41081,Environmental education/training,4058.88,1124307.09,Agriculture/Env
209969,2010,United States,Samoa,12261,Health education,15938.5,1124307.09,Health
183303,2010,United States,Maldives,91010,Administrative costs,12968.6,943541.6,Administrative
682161,2010,United States,Maldives,15210,Security system management and reform,296991.0,943541.6,Civil Society
437437,2010,United States,Tunisia,31181,Agricultural education/training,144390.3,784858.2,Agriculture/Env
724215,2010,United States,Tunisia,15170,Women's equality organisations and institutions,392068.0,784858.2,Civil Society
326307,2010,United States,Tunisia,23064,Nuclear power plants,35264.8,784858.2,Energy
381097,2010,United States,Comoros,13040,Std control including hiv/aids,49498.6,673214.9,Health
460966,2010,United States,Comoros,41040,Site preservation,79232.3,673214.9,Agriculture/Env
771836,2010,United States,Comoros,11000,"Education, combinations of purposes",544484.0,673214.9,
78841,2010,United States,Uruguay,15111,Public finance management,107994.92,410592.95999999996,Civil Society
104074,2010,United States,Uruguay,31120,Agricultural development,5642.84,410592.95999999996,Agriculture/Env
463311,2010,United States,Uruguay,23064,Nuclear power plants,80309.4,410592.95999999996,Energy
368675,2010,United States,Trinidad & Tobago,12250,Infectious disease control,46033.7,369594.151,Health
575511,2010,United States,Trinidad & Tobago,23064,Nuclear power plants,152240.0,369594.151,Energy
586972,2010,United States,Trinidad & Tobago,33120,Trade facilitation,163369.0,369594.151,Agriculture/Env
120418,2010,United States,Trinidad & Tobago,15130,Legal and judicial development,6959.5,369594.151,Civil Society
19456,2010,United States,Mauritius,16010,Social/welfare services,26882.667999999998,322992.668,Civil Society
681531,2010,United States,Mauritius,23064,Nuclear power plants,296110.0,322992.668,Energy
381194,2010,United States,St.Vincent & Grenadines,72010,Material relief assistance and services,100308.9,298213.9,Emergeny Disaster Relief
617179,2010,United States,St.Vincent & Grenadines,41030,Bio-diversity,197905.0,298213.9,Agriculture/Env
449618,2010,United States,Solomon Islands,72010,Material relief assistance and services,74247.8,222743.8,Emergeny Disaster Relief
571110,2010,United States,Solomon Islands,15160,Human rights,148496.0,222743.8,Civil Society
497614,2010,United States,Antigua & Barbuda,15130,Legal and judicial development,97881.4,214735.4,Civil Society
530177,2010,United States,Antigua & Barbuda,41030,Bio-diversity,116854.0,214735.4,Agriculture/Env
54376,2010,United States,Equatorial Guinea,41010,Environmental policy and admin. mgmt,2410.58,125619.48000000001,Agriculture/Env
294209,2010,United States,Equatorial Guinea,15150,Democratic participation and civil society,28545.8,125619.48000000001,Civil Society
273378,2010,United States,Bhutan,31182,Agricultural research,24819.6,117758.1,Agriculture/Env
12600,2010,United States,Eritrea,12105,"Health, general, purpose unspecified or does not fit under any other applicable codes",494.986,84563.386,Health
323208,2010,United States,Eritrea,91010,Administrative costs,34649.0,84563.386,Administrative
380772,2010,United States,Eritrea,15153,Media and free flow of information,49419.4,84563.386,Civil Society
2676,2010,United States,Barbados,15130,Legal and judicial development,164.335,75658.588,Civil Society
5312,2010,United States,Barbados,31110,Agricultural policy & admin. mgmt,241.553,75658.588,Agriculture/Env
443869,2010,United States,Dominica,15130,Legal and judicial development,71705.6,71705.6,Civil Society
300248,2010,United States,Cook Islands,41030,Bio-diversity,60074.399999999994,60074.399999999994,Agriculture/Env
55500,2010,United States,Sao Tome & Principe,16010,Social/welfare services,44548.7,44548.7,Civil Society
17763,2010,United States,Seychelles,16010,Social/welfare services,29373.430000000004,29373.430000000004,Civil Society
209506,2010,United States,Grenada,15130,Legal and judicial development,15890.0,15890.0,Civil Society
115258,2010,United States,Montserrat,31181,Agricultural education/training,6543.71,6543.71,Agriculture/Env
